Sample_ID,Parent_Site,Lokasi,Kecamatan,Latitude,Longitude,Input_Latitude,Input_Longitude,Label,Kelas_Detail,Confidence,Sumber_GT,Raster_Row,Raster_Col,Pixel_ID,B2,B3,B4,B8,B11,B12,NDVI,NDWI,Samples_Per_Site,Site_Weight,Confidence_Weight,Raw_Sample_Weight,QC_Status,QC_Reason,Centroid_Margin,Max_Abs_Robust_Z,Other_Class_Closer,Spectral_Outlier
BW023,BW023,Area Pertanian Banaran,Bagor,-7.581197093034083,111.85161656122452,-7.581203,111.851612,1,Bawang Merah,High,Interpretasi Visual Satelit,2084,1405,2084_1405,0.0520000010728836,0.0623000003397464,0.065600000321865,0.2345000058412552,0.1559000015258789,0.0838999971747398,0.5770470499992371,-0.5461441278457642,1,1.0,1.0,1.0,OK,OK,0.0778625204091048,0.8707742082099855,False,False
BW024,BW024,Sawah Desa Paron,Bagor,-7.588383615307039,111.85853358891224,-7.588411,111.858501,1,Bawang Merah,High,Interpretasi Visual Satelit,2164,1482,2164_1482,0.0568000003695488,0.0791999995708465,0.0762000009417533,0.209099993109703,0.1454000025987625,0.1061000004410743,0.3593681454658508,-0.4066895842552185,1,1.0,1.0,1.0,OK,OK,0.3247196180341253,0.7487569032928351,False,False
BW025,BW025,Blok Timur Bagor,Bagor,-7.575627538272542,111.86823539398075,-7.575613,111.868215,1,Bawang Merah,Medium,Interpretasi Visual Satelit,2022,1590,2022_1590,0.0531999990344047,0.0693999975919723,0.0737999975681305,0.1847999989986419,0.1509000062942505,0.1049999967217445,0.4217067062854767,-0.4143459796905517,1,1.0,0.75,0.75,REVIEW,lebih dekat ke centroid kelas lain; confidence medium,-0.15922049625431023,0.6353088224437881,True,False
BW026,BW026,Sawah Desa Ngumpul,Bagor,-7.568081689885938,111.86338449144652,-7.568122,111.86341,1,Bawang Merah,High,Interpretasi Visual Satelit,1938,1536,1938_1536,0.033050000667572,0.0577000007033348,0.0366499982774257,0.324999988079071,0.2027000039815902,0.1092500016093254,0.8064593076705933,-0.7008544206619263,1,1.0,1.0,1.0,OK,OK,0.19164412516649154,2.6315798774158425,False,False
BW027,BW027,Pertanian Kendalrejo,Bagor,-7.59116839268781,111.85916240961114,-7.591205,111.859125,1,Bawang Merah,High,Interpretasi Visual Satelit,2195,1489,2195_1489,0.0584000013768672,0.0819000005722045,0.0842000022530555,0.2280000001192093,0.2361000031232834,0.1548999994993209,0.4004983901977539,-0.4519402980804443,1,1.0,1.0,1.0,OK,OK,1.0780413917717533,1.210000329438746,False,False
BW028,BW028,Sawah Barat Timbangan,Bagor,-7.57643602202825,111.86050988253731,-7.57641,111.860502,1,Bawang Merah,High,Interpretasi Visual Satelit,2031,1504,2031_1504,0.0763000026345253,0.0962999984622001,0.1071999967098236,0.1891999989748001,0.2008000016212463,0.134100005030632,0.279458224773407,-0.3272343277931213,1,1.0,1.0,1.0,OK,OK,0.8206907132673709,2.2396528797358437,False,False
BW029,BW029,Area Selatan Jalan Arteri,Bagor,-7.5830835551307345,111.85619796917356,-7.583105,111.856214,1,Bawang Merah,High,Interpretasi Visual Satelit,2105,1456,2105_1456,0.0475500002503395,0.0589499995112419,0.0571999996900558,0.1343999952077865,0.1530500054359436,0.0991000011563301,0.4094389081001282,-0.3877807259559631,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.9761576322347256,1.7337737925824641,True,False
BW033,BW033,Pertanian Desa Campur,Gondang,-7.481214601911581,111.95258719915957,-7.481203,111.952612,1,Bawang Merah,Medium,Interpretasi Visual Satelit,971,2529,971_2529,0.0538000017404556,0.0727000012993812,0.0882000029087066,0.2377000004053115,0.3088000118732452,0.1923999935388565,0.4241823554039001,-0.4650478363037109,1,1.0,0.75,0.75,REVIEW,confidence medium,0.8669549351084398,2.6216803707973697,False,False
BW034,BW034,Area Selatan Gondang,Gondang,-7.508433555020402,111.95752793322222,-7.508411,111.957501,1,Bawang Merah,High,Interpretasi Visual Satelit,1274,2584,1274_2584,0.0386999994516372,0.061549998819828,0.045449998229742,0.2072000056505203,0.1815000027418136,0.0997999981045723,0.637303352355957,-0.5455341339111328,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.3047528408413256,1.677135271481629,True,False
BW035,BW035,Sawah Desa Balonggebang,Gondang,-7.512655636855763,111.954204166671,-7.512613,111.954215,1,Bawang Merah,High,Interpretasi Visual Satelit,1321,2547,1321_2547,0.0471000000834465,0.0664499998092651,0.0552500002086162,0.2374999970197677,0.2055500000715255,0.1124999970197677,0.6068192720413208,-0.5551743507385254,1,1.0,1.0,1.0,OK,OK,0.37023030288489545,1.0466091100691584,False,False
BW036,BW036,Persawahan Ngujung,Gondang,-7.488131629599301,111.94836511732422,-7.488122,111.94841,1,Bawang Merah,High,Interpretasi Visual Satelit,1048,2482,1048_2482,0.0260000005364418,0.0449000000953674,0.0289999991655349,0.2861999869346618,0.2047999948263168,0.096900001168251,0.8113207817077637,-0.7222394347190857,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.10212103940038375,3.0000927464998868,True,False
BW037,BW037,Blok Timur Karangsemi,Gondang,-7.497204613968908,111.96013304754618,-7.497205,111.960125,1,Bawang Merah,Medium,Interpretasi Visual Satelit,1149,2613,1149_2613,0.0295000001788139,0.0483999997377395,0.033900000154972,0.2842000126838684,0.2113000005483627,0.1042999997735023,0.7776315808296204,-0.7090250253677368,1,1.0,0.75,0.75,REVIEW,lebih dekat ke centroid kelas lain; confidence medium,-0.012490122586621855,2.6354981728816766,True,False
BW039,BW039,Area Pertanian Kedungglugu,Gondang,-7.465134758325841,111.96121102588712,-7.465105,111.961214,1,Bawang Merah,Medium,Interpretasi Visual Satelit,792,2625,792_2625,0.0604999996721744,0.0843999981880188,0.0794000029563903,0.2836000025272369,0.2939999997615814,0.1801500022411346,0.5273855924606323,-0.523792564868927,1,1.0,0.75,0.75,REVIEW,confidence medium,1.067926687290484,2.3164018539868576,False,False
BW040,BW040,Sawah Dekat Hutan,Gondang,-7.459744866621124,111.95833641697794,-7.45972,111.958315,1,Bawang Merah,High,Interpretasi Visual Satelit,732,2593,732_2593,0.0255999993532896,0.045499999076128,0.0273000001907348,0.2414000034332275,0.1817000061273574,0.0825999975204467,0.796875,-0.6829268336296082,1,1.0,1.0,1.0,REVIEW,lebih dekat ke centroid kelas lain,-0.34347190986282605,3.041760825276979,True,False
